oad_Type,Road_Condition,Weather_Condition,Vehicle_Speed,Speed_Limit,Vehicle_Type,Temperature,Humidity,Visibility,T_Junction,Crossing,Stop_Signal,Railway_Crossing,Speed_Breaker,Severity_Level
Highway,Dry,Fog,72,80,Bus,21,93,45,0,1,1,0,0,Low
Urban,Wet,Fog,55,50,Truck,19,89,46,0,1,0,0,1,Medium
Highway,Damaged,Rainy,110,80,Bike,26,90,58,1,1,0,1,1,High
Highway,Wet,Cloudy,119,80,Bike,26,58,81,0,0,0,0,0,Medium
Rural,Wet,Fog,62,40,Bus,22,95,45,1,1,0,1,1,High
Highway,Wet,Storm,117,80,Bike,22,98,14,0,1,0,1,0,High
Urban,Wet,Sunny,48,50,Bus,36,34,76,0,0,1,0,0,Low
Rural,Dry,Storm,52,40,Car,23,82,49,0,1,0,1,0,Medium
Highway,Dry,Sunny,112,80,Truck,31,57,86,1,0,0,1,0,Low
Highway,Dry,Cloudy,118,80,Bike,28,64,96,0,1,0,0,0,Low
Rural,Dry,Fog,69,40,Car,23,87,37,0,1,0,1,1,Medium
Urban,Wet,Rainy,77,50,Truck,22,72,61,1,1,1,1,0,High
Highway,Dry,Storm,73,80,Car,20,80,35,0,0,1,0,0,Medium
Rural,Dry,Storm,30,40,Truck,24,86,37,0,1,1,0,1,Medium
Urban,Damaged,Rainy,37,50,Bike,22,88,59,0,1,1,1,0,Medium
Rural,Dry,Sunny,42,40,Truck,33,59,66,1,1,0,0,1,Low
Rural,Wet,Sunny,51,40,Car,37,43,65,1,0,1,0,1,Medium
Rural,Dry,Cloudy,65,40,Bike,28,66,69,0,1,0,0,0,Low
Rural,Dry,Sunny,69,40,Car,34,48,79,1,0,0,1,1,Low
Highway,Damaged,Fog,92,80,Bike,21,93,10,0,0,1,0,0,High
Urban,Dry,Storm,34,50,Bus,23,82,41,0,1,1,1,0,Medium
Highway,Dry,Sunny,114,80,Car,28,47,77,1,0,0,0,0,Low
Highway,Wet,Fog,73,80,Bus,19,94,29,1,0,0,0,1,Medium
Highway,Wet,Rainy,92,80,Bike,22,93,56,1,0,0,1,1,Medium
Rural,Dry,Rainy,35,40,Bus,27,75,48,0,1,0,0,0,Low
Rural,Dry,Rainy,27,40,Car,25,90,43,0,0,0,0,0,Low
Highway,Dry,Cloudy,78,80,Truck,30,55,96,0,0,1,1,0,Low
Highway,Damaged,Fog,68,80,Car,23,93,46,0,0,0,0,1,Medium
Urban,Dry,Rainy,35,50,Bike,29,85,38,1,0,0,0,0,Medium
Highway,Dry,Rainy,78,80,Bike,26,74,32,1,1,0,0,1,Medium
Highway,Dry,Sunny,86,80,Bike,31,54,72,0,0,0,0,1,Low
Rural,Dry,Sunny,28,40,Truck,28,32,82,0,0,0,0,0,Low
Rural,Dry,Storm,32,40,Car,23,90,47,0,1,0,1,0,Low
Highway,Damaged,Storm,86,80,Car,22,98,11,1,0,0,0,0,High
Rural,Wet,Rainy,24,40,Car,27,75,55,0,0,1,0,1,Medium
Highway,Dry,Rainy,97,80,Car,25,84,39,0,1,0,0,0,Medium
Highway,Dry,Storm,89,80,Truck,27,83,37,0,0,0,1,0,Medium
Highway,Damaged,Rainy,60,80,Car,24,85,55,0,1,0,0,0,Medium
Highway,Damaged,Sunny,66,80,Bike,33,52,69,1,0,1,1,1,Medium
Urban,Dry,Cloudy,32,50,Truck,30,44,69,1,0,0,0,1,Low
Rural,Dry,Rainy,33,40,Car,29,82,36,1,0,1,0,1,Medium
Urban,Damaged,Fog,37,50,Bike,24,97,14,0,0,1,0,0,Medium
Rural,Dry,Sunny,68,40,Car,38,32,84,1,0,0,0,0,Low
Rural,Dry,Storm,34,40,Bike,26,82,33,1,0,1,1,0,Medium
Highway,Dry,Cloudy,93,80,Truck,29,48,67,0,0,1,0,1,Low
Highway,Wet,Storm,67,80,Truck,21,82,44,1,1,0,0,0,Medium
Urban,Dry,Cloudy,30,50,Bus,24,46,80,1,0,1,0,1,Low
Highway,Wet,Rainy,76,80,Bike,27,92,35,1,0,1,0,0,Medium
Rural,Dry,Storm,45,40,Bike,25,86,49,0,1,1,1,1,Medium
Urban,Dry,Storm,77,50,Truck,23,90,35,0,1,0,0,1,Medium
Rural,Dry,Cloudy,63,40,Bike,27,59,78,1,1,0,0,1,Low
Highway,Dry,Rainy,88,80,Truck,23,84,40,1,1,0,1,0,Medium
Urban,Wet,Rainy,76,50,Bus,28,94,58,1,0,1,0,0,Medium
Rural,Dry,Storm,54,40,Car,25,96,25,1,1,1,0,1,High
Highway,Dry,Storm,103,80,Truck,23,91,35,1,0,0,0,0,Medium
Highway,Dry,Fog,87,80,Bike,22,99,42,1,1,0,0,1,Medium
Rural,Dry,Storm,63,40,Truck,22,98,49,1,1,0,0,1,Medium
Highway,Dry,Fog,84,80,Car,23,94,44,1,1,1,0,0,Medium
Highway,Dry,Fog,76,80,Bus,24,95,25,0,0,0,0,1,Medium
Highway,Dry,Storm,116,80,Truck,24,92,36,1,0,0,0,0,Medium
Rural,Damaged,Sunny,53,40,Bus,34,36,81,1,0,1,1,0,Medium
Urban,Dry,Sunny,62,50,Truck,34,40,70,0,1,1,0,1,Low
Urban,Dry,Cloudy,73,50,Car,28,59,73,1,0,1,1,1,Medium
Rural,Wet,Cloudy,59,40,Bus,31,41,74,0,1,0,0,0,Medium
Rural,Damaged,Fog,30,40,Car,19,99,41,0,0,1,0,0,Medium
Urban,Dry,Fog,45,50,Truck,18,95,38,0,1,0,0,1,Medium
Urban,Dry,Storm,77,50,Bike,23,92,14,1,0,0,1,0,Medium
Rural,Dry,Cloudy,39,40,Car,31,57,71,0,0,1,1,0,Low
Urban,Wet,Fog,72,50,Bike,20,96,40,1,0,1,1,0,High
Urban,Dry,Rainy,67,50,Bike,25,83,58,0,0,0,0,1,Medium
Rural,Dry,Fog,53,40,Bike,22,85,33,1,0,1,0,0,Medium
Urban,Damaged,Sunny,43,50,Bus,32,53,67,1,0,0,1,0,Low
Highway,Dry,Rainy,74,80,Bus,28,72,67,1,1,0,0,0,Low
Rural,Dry,Fog,40,40,Bike,24,98,36,0,0,0,1,1,Medium
Rural,Wet,Storm,29,40,Car,24,99,49,1,0,0,1,1,Medium
Urban,Dry,Sunny,71,50,Bike,36,52,81,1,0,1,0,0,Low
Urban,Dry,Storm,68,50,Bus,21,86,30,0,0,1,1,0,Medium
Urban,Wet,Sunny,72,50,Car,39,50,89,1,1,1,0,0,Medium
Rural,Dry,Storm,33,40,Truck,24,83,22,0,0,1,1,0,Medium
Highway,Dry,Storm,83,80,Truck,20,88,12,1,1,1,1,0,High
Urban,Wet,Fog,78,50,Car,24,96,17,0,0,0,0,0,High
Urban,Dry,Cloudy,77,50,Truck,30,61,66,1,0,0,0,0,Low
Highway,Wet,Fog,95,80,Bus,24,88,13,0,1,0,0,1,High
Urban,Damaged,Cloudy,49,50,Car,28,59,70,1,1,1,1,1,Medium
Highway,Wet,Fog,95,80,Bus,23,91,47,1,1,0,0,0,Medium
Highway,Wet,Rainy,80,80,Car,28,74,31,0,0,1,0,0,Medium
Rural,Dry,Fog,62,40,Car,18,98,10,1,1,1,1,0,High
Urban,Dry,Cloudy,31,50,Car,31,40,86,1,0,0,0,1,Low
Urban,Dry,Sunny,45,50,Truck,37,53,89,1,0,0,0,0,Low
Urban,Wet,Fog,48,50,Bus,22,99,13,0,1,0,0,1,Medium
Highway,Dry,Rainy,102,80,Truck,27,78,64,0,1,0,0,1,Medium
Rural,Dry,Rainy,56,40,Truck,27,88,53,0,0,1,0,0,Medium
Urban,Dry,Fog,53,50,Car,22,93,42,1,1,0,1,0,Medium
Urban,Wet,Rainy,69,50,Bike,25,90,60,1,1,0,0,1,Medium
Urban,Wet,Fog,79,50,Car,24,88,21,0,1,1,1,0,High
Highway,Dry,Cloudy,114,80,Bike,30,61,68,1,0,1,1,1,Medium
Rural,Dry,Rainy,60,40,Car,22,78,64,0,1,1,0,1,Medium
Rural,Dry,Storm,57,40,Car,25,83,22,0,1,1,0,1,Medium
Highway,Dry,Sunny,75,80,Bus,28,56,96,1,0,1,0,0,Low
Highway,Damaged,Storm,75,80,Bus,21,91,35,0,0,1,0,0,Medium
Urban,Dry,Sunny,53,50,Truck,33,47,68,1,1,1,1,1,Medium
Rural,Dry,Rainy,66,40,Bike,26,72,45,0,0,1,1,1,Medium
Highway,Damaged,Rainy,110,80,Car,23,75,30,1,0,0,0,0,High
Rural,Wet,Storm,39,40,Car,21,97,19,0,1,0,0,1,Medium
Urban,Damaged,Storm,69,50,Bike,23,98,39,0,1,0,1,0,High
Highway,Wet,Cloudy,114,80,Bike,31,57,61,0,0,0,0,0,Medium
Highway,Dry,Rainy,63,80,Truck,24,70,30,0,1,1,1,0,Medium
Highway,Damaged,Cloudy,118,80,Bike,31,60,72,1,0,0,1,0,Medium
Highway,Damaged,Fog,99,80,Truck,20,94,48,1,1,1,1,0,High
Urban,Wet,Storm,62,50,Truck,21,98,19,0,1,0,0,0,High
Rural,Damaged,Sunny,27,40,Bus,28,53,87,1,0,1,1,0,Medium
Urban,Dry,Fog,48,50,Truck,23,92,17,1,0,1,1,0,Medium
Rural,Dry,Cloudy,64,40,Bus,28,56,85,1,0,1,1,0,Medium
Highway,Dry,Cloudy,72,80,Truck,26,52,67,1,1,0,0,1,Low
Rural,Damaged,Sunny,30,40,Bus,39,54,82,1,0,1,1,1,Medium
Urban,Dry,Storm,56,50,Bike,22,80,23,1,1,0,0,0,Medium
Highway,Dry,Sunny,112,80,Bike,30,57,60,0,0,0,1,1,Low
Urban,Dry,Storm,50,50,Truck,20,80,38,0,1,0,1,1,Medium
Highway,Dry,Storm,70,80,Truck,21,84,22,0,0,0,0,0,Medium
Highway,Wet,Fog,112,80,Bike,18,85,44,0,0,1,1,0,Medium
Highway,Dry,Rainy,81,80,Bus,25,73,42,0,0,0,0,0,Medium
Highway,Wet,Sunny,70,80,Bus,33,51,85,1,1,0,1,1,Medium
Highway,Wet,Fog,87,80,Truck,18,88,42,1,1,0,1,1,High
Highway,Dry,Cloudy,114,80,Truck,29,57,88,0,1,0,1,1,Low
Highway,Dry,Sunny,96,80,Truck,32,50,86,1,0,0,1,0,Low
Highway,Wet,Storm,109,80,Car,25,88,48,1,1,0,0,1,Medium
Urban,Damaged,Sunny,42,50,Truck,39,39,91,0,0,1,0,0,Low
Urban,Wet,Cloudy,69,50,Bus,28,65,69,0,1,1,1,0,Medium
Urban,Damaged,Rainy,73,50,Bus,23,72,38,1,1,1,0,0,High
Urban,Dry,Fog,75,50,Truck,24,90,22,1,1,0,1,1,High
Highway,Dry,Storm,81,80,Bike,21,83,46,0,0,1,1,1,Medium
Urban,Dry,Storm,63,50,Bike,27,84,29,1,1,0,0,1,Medium
Urban,Wet,Sunny,39,50,Bus,36,40,82,0,1,0,0,1,Low
Urban,Wet,Rainy,65,50,Car,26,79,49,1,0,0,1,1,Medium
Highway,Dry,Storm,94,80,Bike,22,87,48,0,0,0,1,1,Medium
Highway,Dry,Sunny,101,80,Truck,30,58,68,1,0,0,0,0,Low
Urban,Dry,Rainy,39,50,Bus,24,84,58,1,1,1,0,0,Medium
Urban,Wet,Fog,61,50,Bike,19,88,18,1,0,0,1,1,High
Rural,Wet,Rainy,61,40,Bike,23,94,69,0,1,0,1,1,Medium
Highway,Wet,Fog,69,80,Truck,20,96,29,0,0,1,1,1,Medium
Rural,Wet,Storm,52,40,Truck,27,85,17,0,0,0,0,1,High
Highway,Dry,Rainy,105,80,Car,22,83,54,0,0,1,1,0,Medium
Urban,Dry,Sunny,41,50,Truck,35,59,74,1,0,0,0,1,Low
Highway,Dry,Rainy,103,80,Bus,29,74,65,1,0,1,1,1,Medium
Highway,Dry,Cloudy,112,80,Bus,25,49,95,1,1,0,0,1,Low
Urban,Wet,Rainy,30,50,Bus,28,89,41,1,0,0,0,0,Medium
Highway,Damaged,Sunny,97,80,Bus,29,43,68,0,0,1,0,1,Medium
Rural,Wet,Fog,44,40,Car,22,89,49,1,0,0,1,0,Medium
Highway,Dry,Cloudy,97,80,Truck,24,62,76,0,1,0,0,0,Low
Rural,Wet,Fog,21,40,Car,18,95,35,0,0,0,0,1,Medium
Rural,Dry,Sunny,27,40,Truck,35,49,64,0,0,0,1,0,Low
Urban,Dry,Storm,62,50,Car,22,96,48,1,0,1,1,1,Medium
Urban,Dry,Rainy,67,50,Bike,29,93,65,1,1,1,0,1,Medium
Urban,Wet,Sunny,46,50,Bus,28,36,91,0,0,0,1,0,Low
Urban,Dry,Rainy,57,50,Bus,29,76,45,1,0,0,1,0,Medium
Highway,Wet,Sunny,61,80,Bus,32,37,97,1,1,1,1,0,Medium
Urban,Wet,Fog,39,50,Truck,21,86,45,0,1,1,0,0,Medium
Highway,Dry,Rainy,63,80,Car,29,79,59,1,0,1,1,1,Medium
Urban,Dry,Cloudy,47,50,Bus,26,64,63,1,1,1,0,1,Low
Urban,Dry,Cloudy,76,50,Truck,25,49,76,1,1,1,1,0,Medium
Rural,Dry,Fog,57,40,Bus,20,97,12,0,0,0,0,0,Medium
Highway,Damaged,Fog,99,80,Bike,24,95,28,0,0,0,0,1,High
Highway,Damaged,Fog,70,80,Car,24,90,31,0,1,0,1,1,Medium
Highway,Dry,Cloudy,114,80,Car,27,63,76,0,0,1,1,0,Low
Highway,Dry,Rainy,97,80,Bike,29,75,44,1,1,1,1,1,Medium
Rural,Dry,Cloudy,51,40,Truck,29,40,97,0,1,0,1,1,Low
Urban,Wet,Cloudy,61,50,Bus,25,50,63,1,1,0,1,1,Medium
Urban,Dry,Cloudy,57,50,Bus,28,54,82,0,1,0,0,0,Low
Highway,Dry,Cloudy,113,80,Truck,26,47,86,1,0,1,0,1,Low
Highway,Dry,Cloudy,107,80,Car,30,68,72,1,1,0,0,0,Low
Highway,Dry,Fog,113,80,Car,23,97,42,1,0,1,1,0,Medium
Urban,Dry,Storm,37,50,Car,23,84,46,0,0,1,0,0,Low
Highway,Dry,Rainy,100,80,Truck,22,92,56,1,1,0,1,0,Medium
Highway,Dry,Sunny,98,80,Bus,32,40,87,0,1,1,0,0,Low
Rural,Wet,Cloudy,44,40,Truck,28,40,67,1,1,1,1,0,Medium
Highway,Wet,Sunny,82,80,Car,31,59,93,1,1,0,0,0,Medium
Urban,Wet,Rainy,60,50,Car,26,87,49,1,1,0,1,1,High
Rural,Dry,Fog,62,40,Bus,21,87,17,1,0,0,0,1,Medium
Highway,Damaged,Cloudy,116,80,Truck,25,61,91,0,1,0,1,1,Medium
Highway,Damaged,Sunny,70,80,Car,35,36,79,0,1,0,0,1,Low
Urban,Dry,Sunny,48,50,Bus,28,30,72,0,0,1,1,0,Low
Rural,Dry,Sunny,20,40,Bus,34,51,87,0,0,1,1,0,Low
Highway,Dry,Rainy,85,80,Truck,22,80,36,0,1,1,0,0,Medium
Rural,Dry,Fog,56,40,Bike,23,92,25,1,0,1,1,1,High
Highway,Damaged,Fog,112,80,Car,18,92,15,1,0,0,0,1,High
Urban,Wet,Storm,30,50,Car,23,99,11,0,1,0,0,0,Medium
Highway,Dry,Storm,71,80,Bus,25,81,41,1,0,0,0,0,Low
Urban,Dry,Storm,56,50,Car,26,93,16,1,1,0,1,0,High
Urban,Dry,Cloudy,40,50,Car,25,57,97,1,1,1,1,1,Low
Highway,Dry,Fog,102,80,Bus,18,98,44,0,1,0,1,0,Medium
Rural,Dry,Storm,54,40,Bus,24,85,43,0,0,0,0,1,Medium
Urban,Dry,Storm,57,50,Truck,23,85,10,1,1,0,0,0,Medium
Urban,Dry,Sunny,77,50,Bike,29,33,83,0,1,0,0,1,Low
Highway,Dry,Sunny,115,80,Truck,29,56,82,0,0,0,0,0,Low
Highway,Dry,Rainy,87,80,Car,27,87,43,1,1,1,0,0,Medium
Highway,Dry,Rainy,103,80,Bike,25,74,58,0,1,1,1,0,Medium
Highway,Dry,Fog,96,80,Bus,23,88,44,0,1,0,1,0,Medium
Highway,Dry,Rainy,72,80,Truck,23,88,47,0,1,0,0,1,Low
Rural,Dry,Storm,40,40,Car,24,90,33,1,1,1,0,1,Medium
Highway,Dry,Storm,114,80,Truck,25,87,48,0,0,0,0,0,Medium
Urban,Dry,Rainy,44,50,Truck,28,92,59,1,1,0,1,0,Medium
Urban,Dry,Rainy,31,50,Car,27,79,57,0,1,0,0,1,Low
Highway,Dry,Rainy,73,80,Car,29,87,39,0,1,1,0,0,Medium
Urban,Dry,Cloudy,70,50,Bus,25,48,85,1,1,1,1,1,Medium
Highway,Dry,Cloudy,73,80,Bike,28,56,79,1,0,1,1,1,Low
Highway,Wet,Sunny,97,80,Bus,33,37,75,0,1,0,0,1,Medium
Urban,Dry,Rainy,42,50,Bus,25,75,40,1,0,0,1,1,Low
Highway,Dry,Storm,63,80,Car,27,86,18,1,1,1,0,1,Medium
Highway,Wet,Fog,115,80,Truck,23,91,38,0,0,0,0,1,High
Rural,Dry,Fog,38,40,Truck,21,97,46,1,1,1,0,1,Medium
Rural,Dry,Cloudy,64,40,Bus,27,41,99,0,1,1,1,0,Medium
Highway,Damaged,Cloudy,85,80,Truck,31,60,71,1,0,1,0,0,Medium
Urban,Wet,Rainy,70,50,Bike,26,84,60,0,1,0,1,1,Medium
Rural,Damaged,Fog,40,40,Car,21,87,16,1,0,0,0,0,Medium
Highway,Dry,Rainy,70,80,Truck,28,77,59,1,1,1,1,1,Medium
Highway,Dry,Rainy,119,80,Bike,25,78,36,1,1,1,1,0,High
Urban,Dry,Fog,48,50,Bus,22,93,29,1,1,1,0,1,Medium
Rural,Wet,Cloudy,38,40,Truck,24,61,96,1,0,1,1,0,Medium
Highway,Dry,Rainy,113,80,Truck,27,88,53,1,1,0,0,0,Medium
Rural,Dry,Sunny,39,40,Truck,28,56,90,1,0,0,1,1,Low
Highway,Wet,Rainy,118,80,Bike,26,81,36,0,0,0,1,1,High
Rural,Wet,Sunny,44,40,Bus,33,41,84,1,1,0,1,1,Medium
Urban,Damaged,Cloudy,53,50,Truck,30,40,82,1,0,1,1,1,Medium
Urban,Wet,Storm,78,50,Car,23,99,41,0,1,0,1,1,Medium
Highway,Dry,Storm,97,80,Bike,26,95,31,1,0,0,1,0,Medium
Rural,Dry,Storm,35,40,Bike,24,88,49,1,1,0,1,0,Medium
Urban,Wet,Storm,59,50,Bike,27,94,20,1,1,1,0,0,High
Highway,Dry,Sunny,78,80,Car,31,59,61,0,0,0,0,1,Low
Urban,Damaged,Fog,69,50,Car,18,97,11,0,1,1,1,0,High
Urban,Dry,Fog,40,50,Bus,19,99,32,1,1,1,1,1,Medium
Rural,Wet,Storm,64,40,Bike,25,89,29,1,0,0,0,1,High
Rural,Wet,Sunny,59,40,Car,32,45,74,0,1,1,1,0,Medium
Urban,Dry,Storm,36,50,Car,20,91,24,0,0,1,1,0,Medium
Urban,Wet,Sunny,43,50,Bus,32,52,69,0,1,1,0,0,Low
Urban,Dry,Cloudy,68,50,Car,24,62,96,1,0,1,1,1,Medium
Rural,Wet,Storm,30,40,Bus,24,96,17,0,0,1,0,1,Medium
Rural,Dry,Fog,24,40,Car,23,99,38,1,0,0,1,0,Medium
Rural,Dry,Fog,69,40,Bike,18,98,36,1,0,0,0,0,Medium
Urban,Damaged,Rainy,35,50,Truck,25,72,46,0,1,1,1,1,Medium
Highway,Wet,Cloudy,97,80,Truck,30,67,62,0,0,1,1,0,Medium
Urban,Damaged,Sunny,65,50,Bike,33,56,92,0,1,1,1,1,Medium
Urban,Wet,Cloudy,43,50,Bike,30,53,82,0,0,0,0,1,Low
Highway,Dry,Storm,101,80,Bus,21,95,31,0,0,1,1,0,Medium
Urban,Dry,Storm,31,50,Car,24,80,26,1,0,1,0,0,Medium
Urban,Dry,Cloudy,68,50,Bus,26,41,63,0,0,0,1,0,Low
Urban,Dry,Storm,77,50,Truck,27,93,21,0,1,0,0,1,Medium
Highway,Dry,Cloudy,76,80,Truck,24,50,66,1,0,1,1,0,Low
Rural,Wet,Rainy,42,40,Truck,23,92,65,0,0,0,1,0,Medium
Urban,Dry,Fog,60,50,Bus,18,93,10,0,1,0,1,1,Medium
Highway,Dry,Rainy,84,80,Bike,23,88,53,1,0,0,1,0,Medium
Highway,Dry,Rainy,102,80,Car,26,74,35,1,0,0,1,1,Medium
Urban,Damaged,Cloudy,42,50,Car,29,53,75,0,1,0,0,0,Low
Urban,Dry,Sunny,64,50,Bike,35,54,66,1,1,0,1,0,Medium
Urban,Wet,Storm,51,50,Car,26,95,29,1,1,1,1,0,High
Rural,Dry,Storm,22,40,Bus,20,84,41,0,0,0,0,1,Low
Rural,Dry,Fog,33,40,Bike,20,98,35,1,0,1,1,1,Medium
Urban,Wet,Fog,55,50,Car,22,92,16,0,0,0,1,1,High
Highway,Damaged,Fog,62,80,Bus,23,88,41,0,0,1,0,0,Medium
Urban,Dry,Cloudy,31,50,Car,30,50,80,0,1,0,1,0,Low
Highway,Dry,Fog,70,80,Bus,22,91,34,0,0,1,1,0,Medium
Rural,Dry,Sunny,37,40,Car,30,34,72,0,0,1,1,1,Low
Urban,Dry,Cloudy,53,50,Truck,30,63,71,1,0,0,1,0,Low
Highway,Dry,Fog,114,80,Bike,18,90,43,1,1,0,0,1,Medium
Rural,Wet,Storm,22,40,Car,24,86,41,1,1,0,0,1,Medium
Rural,Dry,Storm,23,40,Truck,27,88,32,0,0,1,0,1,Medium
Rural,Wet,Fog,22,40,Car,23,94,26,1,1,0,0,1,Medium
Highway,Wet,Sunny,101,80,Car,29,37,76,0,0,1,0,1,Medium
Highway,Dry,Storm,68,80,Bus,20,82,22,1,0,1,1,0,Medium
Rural,Dry,Sunny,49,40,Bus,39,42,75,1,1,0,0,1,Low
Rural,Wet,Rainy,34,40,Truck,24,82,55,1,0,0,0,0,Medium
Urban,Damaged,Cloudy,64,50,Truck,24,46,73,0,0,0,0,0,Medium
Rural,Dry,Rainy,44,40,Truck,28,76,55,1,0,0,0,1,Medium
Highway,Wet,Fog,115,80,Bike,22,96,16,0,0,1,0,1,High
Highway,Wet,Rainy,81,80,Truck,26,84,52,0,0,0,0,0,Medium
Rural,Wet,Fog,47,40,Bike,22,98,46,0,1,0,0,0,Medium
Urban,Dry,Sunny,42,50,Car,29,37,61,1,0,1,1,0,Low
Rural,Wet,Storm,38,40,Car,27,82,49,1,0,1,1,1,Medium
Rural,Dry,Storm,60,40,Bike,24,92,38,0,1,0,1,0,Medium
Rural,Dry,Storm,45,40,Bus,24,85,34,0,0,0,1,0,Medium
Highway,Damaged,Rainy,100,80,Car,28,82,33,1,1,1,1,1,High
Urban,Dry,Storm,76,50,Bike,26,99,39,0,1,1,0,1,Medium
Urban,Dry,Fog,70,50,Car,19,85,29,1,0,0,1,0,Medium
Rural,Dry,Storm,47,40,Car,23,99,24,1,1,1,1,0,High
Urban,Dry,Sunny,70,50,Truck,32,30,89,1,1,0,0,1,Low
Urban,Wet,Fog,55,50,Bike,18,98,46,0,1,0,1,1,Medium
Rural,Wet,Sunny,35,40,Car,31,46,71,0,1,0,0,0,Low
Urban,Dry,Rainy,64,50,Truck,26,76,47,0,1,1,0,0,Medium
Highway,Dry,Storm,80,80,Truck,27,80,33,1,0,0,1,1,Medium
Urban,Wet,Cloudy,47,50,Bike,29,56,78,1,1,0,1,0,Medium
Rural,Wet,Rainy,66,40,Truck,24,79,34,0,0,0,0,0,High
Highway,Dry,Sunny,74,80,Truck,33,40,65,0,0,1,0,1,Low
Rural,Wet,Storm,25,40,Bus,21,86,36,1,0,0,1,0,Medium
Urban,Dry,Fog,43,50,Bus,20,94,27,0,0,1,1,0,Medium
Highway,Wet,Rainy,62,80,Bike,27,91,33,0,0,0,0,1,Medium
Highway,Dry,Sunny,80,80,Bus,33,41,67,1,1,1,0,1,Low
Rural,Wet,Cloudy,43,40,Bus,30,51,87,0,0,0,1,0,Medium
Urban,Dry,Rainy,58,50,Bus,24,72,58,1,0,1,0,1,Medium
Urban,Dry,Rainy,70,50,Bus,26,78,42,0,1,0,1,1,Medium
Rural,Dry,Cloudy,47,40,Bike,31,62,81,1,1,0,1,1,Medium
Urban,Wet,Cloudy,44,50,Car,26,43,60,0,0,0,1,0,Low
Highway,Dry,Cloudy,110,80,Bus,31,49,87,1,1,0,0,0,Low
Urban,Dry,Cloudy,34,50,Bus,27,62,85,1,0,0,0,0,Low
Rural,Dry,Storm,24,40,Bus,26,98,18,0,1,1,1,1,Medium
Urban,Dry,Fog,58,50,Truck,22,94,27,0,0,1,0,1,Medium
Urban,Dry,Storm,56,50,Car,24,88,12,0,0,1,1,1,Medium
Highway,Damaged,Storm,65,80,Car,21,95,43,1,0,0,1,1,Medium
Rural,Wet,Rainy,23,40,Bike,25,71,58,1,0,0,1,1,Medium
Urban,Dry,Rainy,54,50,Car,27,70,64,0,0,1,1,1,Medium
Rural,Damaged,Fog,47,40,Bike,18,92,31,1,0,1,0,0,High
Highway,Dry,Cloudy,104,80,Bus,24,49,84,1,1,1,0,0,Medium
Highway,Dry,Storm,81,80,Bike,26,97,42,0,0,0,0,1,Medium
Rural,Wet,Rainy,40,40,Car,28,78,69,1,1,1,1,1,Medium
Highway,Dry,Storm,84,80,Bike,27,85,26,0,1,1,1,0,High
Rural,Dry,Sunny,61,40,Truck,37,34,90,0,0,0,1,0,Low
Rural,Dry,Storm,44,40,Bus,20,85,45,1,1,0,0,0,Medium
Urban,Dry,Storm,67,50,Truck,22,87,47,1,0,1,1,1,Medium
Highway,Dry,Cloudy,101,80,Car,25,44,96,1,0,1,1,1,Medium
Highway,Wet,Fog,84,80,Car,23,88,41,0,0,1,0,1,Medium
Highway,Dry,Fog,77,80,Car,19,94,36,1,1,0,0,0,Medium
Rural,Dry,Fog,51,40,Bike,18,97,34,1,0,1,1,0,High
Urban,Dry,Sunny,46,50,Truck,33,52,75,0,0,1,0,1,Low
Urban,Dry,Rainy,33,50,Bike,22,81,57,0,1,1,0,1,Low
Rural,Wet,Rainy,50,40,Truck,23,83,52,0,1,1,1,0,High
Rural,Dry,Rainy,28,40,Car,25,79,65,1,1,0,1,0,Medium
Urban,Dry,Rainy,68,50,Car,29,76,69,1,0,0,1,0,Medium
Urban,Dry,Sunny,34,50,Truck,31,51,63,1,0,1,0,1,Low
Urban,Dry,Sunny,37,50,Car,32,31,80,1,0,0,0,1,Low
Rural,Wet,Sunny,57,40,Car,34,39,63,0,0,0,0,1,Medium
Rural,Dry,Cloudy,32,40,Car,26,49,83,0,0,1,1,1,Low
Highway,Wet,Storm,96,80,Truck,24,99,10,1,1,0,1,0,High
Urban,Damaged,Fog,79,50,Bus,18,96,14,0,1,0,0,1,High
Highway,Damaged,Storm,80,80,Bike,23,95,12,0,1,0,0,0,Medium
Rural,Dry,Storm,44,40,Bus,23,89,38,0,0,1,0,0,Medium
Rural,Wet,Fog,44,40,Car,22,88,23,0,1,0,1,0,High
Rural,Wet,Fog,53,40,Bike,22,87,13,0,1,1,0,1,High
Highway,Dry,Fog,70,80,Car,23,99,31,0,0,1,1,0,Medium
Urban,Damaged,Sunny,66,50,Bus,34,36,66,1,1,1,0,1,Medium
Rural,Wet,Cloudy,65,40,Truck,26,67,67,1,0,0,0,0,Medium
Rural,Wet,Fog,52,40,Bike,20,86,19,1,0,1,0,1,High
Highway,Dry,Rainy,81,80,Truck,29,84,47,0,1,0,1,0,Medium
Rural,Dry,Cloudy,54,40,Bus,27,47,75,0,0,0,0,0,Low
Urban,Dry,Rainy,53,50,Bike,25,70,57,1,1,1,1,0,Medium
Rural,Dry,Sunny,63,40,Bus,37,50,79,1,1,0,0,1,Low
Rural,Dry,Storm,53,40,Truck,26,81,33,1,1,1,0,1,High
Highway,Damaged,Storm,82,80,Bus,23,99,22,0,1,1,1,0,High
Urban,Dry,Storm,61,50,Bus,25,87,37,1,0,0,1,1,Medium
